Fuel,Metering Arrangement,Charge Type,Payment Method,Region,Period,Cost Value
Gas,Gas Meter,Unit Rate,DD,South East,January 2023 - March 2023,2046.55
Gas,Gas Meter,Unit Rate,DD,South East,April 2023 - June 2023,1545.54
Gas,Gas Meter,Unit Rate,DD,South East,July 2023 - September 2023,962.74
Gas,Gas Meter,Unit Rate,DD,South East,October 2023 - December 2023,894.24
Gas,Gas Meter,Unit Rate,DD,South East,January 2024 - March 2024,954.13
Gas,Gas Meter,Unit Rate,DD,South East,April 2024 - June 2024,789.8572994737864
Gas,Gas Meter,Unit Rate,DD,South East,July 2024 - September 2024,725.6334214558847
Gas,Gas Meter,Unit Rate,DD,South East,October 2024 - December 2024,813.9615790961333
Gas,Gas Meter,Unit Rate,DD,South East,January 2025 - March 2025,825.2269376375533
Gas,Gas Meter,Unit Rate,DD,South East,April 2025 - June 2025,903.0797561572336
Gas,Gas Meter,Unit Rate,DD,South East,July 2025 - September 2025,818.1405364302647
Gas,Gas Meter,Unit Rate,DD,South East,October 2025 - December 2025,823.1099533594845
Gas,Gas Meter,Unit Rate,DD,South East,January 2026 - March 2026,758.5989325149433
Gas,Gas Meter,Unit Rate,DD,South East,April 2026 - June 2026,735.0303731921324
Gas,Gas Meter,Unit Rate,DD,South East,July 2026 - September 2026,767.8638370544268
Gas,Gas Meter,Unit Rate,DD,Eastern,October 2022 - December 2022,1783.22
Gas,Gas Meter,Unit Rate,DD,Eastern,January 2023 - March 2023,2048.17
Gas,Gas Meter,Unit Rate,DD,Eastern,April 2023 - June 2023,1529.58
Gas,Gas Meter,Unit Rate,DD,Eastern,July 2023 - September 2023,946.78
Gas,Gas Meter,Unit Rate,DD,Eastern,October 2023 - December 2023,878.37
Gas,Gas Meter,Unit Rate,DD,Eastern,January 2024 - March 2024,938.25
Gas,Gas Meter,Unit Rate,DD,Eastern,April 2024 - June 2024,789.3830562490107
Gas,Gas Meter,Unit Rate,DD,Eastern,July 2024 - September 2024,725.1358394421568
Gas,Gas Meter,Unit Rate,DD,Eastern,October 2024 - December 2024,813.3702608925049
Gas,Gas Meter,Unit Rate,DD,Eastern,January 2025 - March 2025,824.6430858054771
Gas,Gas Meter,Unit Rate,DD,Eastern,April 2025 - June 2025,903.8574848085839
Gas,Gas Meter,Unit Rate,DD,Eastern,July 2025 - September 2025,818.9712083413956
Gas,Gas Meter,Unit Rate,DD,Eastern,October 2025 - December 2025,827.9482690601191
Gas,Gas Meter,Unit Rate,DD,Eastern,January 2026 - March 2026,763.2340927747052
Gas,Gas Meter,Unit Rate,DD,Eastern,April 2026 - June 2026,721.3673419817719
Gas,Gas Meter,Unit Rate,DD,Eastern,July 2026 - September 2026,756.605707575246
Gas,Gas Meter,Unit Rate,DD,East Midlands,October 2022 - December 2022,1774.96
Gas,Gas Meter,Unit Rate,DD,East Midlands,January 2023 - March 2023,2039.91
Gas,Gas Meter,Unit Rate,DD,East Midlands,April 2023 - June 2023,1527.32
Gas,Gas Meter,Unit Rate,DD,East Midlands,July 2023 - September 2023,944.52
Gas,Gas Meter,Unit Rate,DD,East Midlands,October 2023 - December 2023,876.12
Gas,Gas Meter,Unit Rate,DD,East Midlands,January 2024 - March 2024,936.01
Gas,Gas Meter,Unit Rate,DD,East Midlands,April 2024 - June 2024,782.2730427041981
Gas,Gas Meter,Unit Rate,DD,East Midlands,July 2024 - September 2024,717.9960863382794
Gas,Gas Meter,Unit Rate,DD,East Midlands,October 2024 - December 2024,806.0997474059166
Gas,Gas Meter,Unit Rate,DD,East Midlands,January 2025 - March 2025,817.3732236363397
Gas,Gas Meter,Unit Rate,DD,East Midlands,April 2025 - June 2025,896.1784582419649
Gas,Gas Meter,Unit Rate,DD,East Midlands,July 2025 - September 2025,811.0822213122294
Gas,Gas Meter,Unit Rate,DD,East Midlands,October 2025 - December 2025,819.5187620324966
Gas,Gas Meter,Unit Rate,DD,East Midlands,January 2026 - March 2026,755.1716790453744
Gas,Gas Meter,Unit Rate,DD,East Midlands,April 2026 - June 2026,713.7170223639907
Gas,Gas Meter,Unit Rate,DD,East Midlands,July 2026 - September 2026,750.3253526133761
Gas,Gas Meter,Unit Rate,DD,Midlands,October 2022 - December 2022,1786.03
Gas,Gas Meter,Unit Rate,DD,Midlands,January 2023 - March 2023,2050.98
Gas,Gas Meter,Unit Rate,DD,Midlands,April 2023 - June 2023,1533.35
Gas,Gas Meter,Unit Rate,DD,Midlands,July 2023 - September 2023,950.54
Gas,Gas Meter,Unit Rate,DD,Midlands,October 2023 - December 2023,882.11
Gas,Gas Meter,Unit Rate,DD,Midlands,January 2024 - March 2024,942
Gas,Gas Meter,Unit Rate,DD,Midlands,April 2024 - June 2024,795.1750823018677
Gas,Gas Meter,Unit Rate,DD,Midlands,July 2024 - September 2024,730.894337231188
Gas,Gas Meter,Unit Rate,DD,Midlands,October 2024 - December 2024,818.4685919129911
Gas,Gas Meter,Unit Rate,DD,Midlands,January 2025 - March 2025,829.748782992374
Gas,Gas Meter,Unit Rate,DD,Midlands,April 2025 - June 2025,906.0318087667422
Gas,Gas Meter,Unit Rate,DD,Midlands,July 2025 - September 2025,821.3069962365059
Gas,Gas Meter,Unit Rate,DD,Midlands,October 2025 - December 2025,827.7754030921296
Gas,Gas Meter,Unit Rate,DD,Midlands,January 2026 - March 2026,763.1102961952005
Gas,Gas Meter,Unit Rate,DD,Midlands,April 2026 - June 2026,724.1272552528077
Gas,Gas Meter,Unit Rate,DD,Midlands,July 2026 - September 2026,759.07784692833
Gas,Gas Meter,Unit Rate,DD,Southern Western,October 2022 - December 2022,1796.54
Gas,Gas Meter,Unit Rate,DD,Southern Western,January 2023 - March 2023,2061.49
Gas,Gas Meter,Unit Rate,DD,Southern Western,April 2023 - June 2023,1565.51
Gas,Gas Meter,Unit Rate,DD,Southern Western,July 2023 - September 2023,982.7
Gas,Gas Meter,Unit Rate,DD,Southern Western,October 2023 - December 2023,914.1
Gas,Gas Meter,Unit Rate,DD,Southern Western,January 2024 - March 2024,973.99
Gas,Gas Meter,Unit Rate,DD,Southern Western,April 2024 - June 2024,830.6468282250507
Gas,Gas Meter,Unit Rate,DD,Southern Western,July 2024 - September 2024,766.4104257247603
Gas,Gas Meter,Unit Rate,DD,Southern Western,October 2024 - December 2024,854.6985888514818
Gas,Gas Meter,Unit Rate,DD,Southern Western,January 2025 - March 2025,865.9667531569658
Gas,Gas Meter,Unit Rate,DD,Southern Western,April 2025 - June 2025,938.2388813081478
Gas,Gas Meter,Unit Rate,DD,Southern Western,July 2025 - September 2025,854.3446782502509
Gas,Gas Meter,Unit Rate,DD,Southern Western,October 2025 - December 2025,860.0029188900251
Gas,Gas Meter,Unit Rate,DD,Southern Western,January 2026 - March 2026,793.9520809016519
Gas,Gas Meter,Unit Rate,DD,Southern Western,April 2026 - June 2026,744.9584042666754
Gas,Gas Meter,Unit Rate,DD,Southern Western,July 2026 - September 2026,776.0683650518329
Gas,Gas Meter,Unit Rate,DD,South Wales,October 2022 - December 2022,1792.92
Gas,Gas Meter,Unit Rate,DD,South Wales,January 2023 - March 2023,2057.87
Gas,Gas Meter,Unit Rate,DD,South Wales,April 2023 - June 2023,1559.89
Gas,Gas Meter,Unit Rate,DD,South Wales,July 2023 - September 2023,977.08
Gas,Gas Meter,Unit Rate,DD,South Wales,October 2023 - December 2023,908.51
Gas,Gas Meter,Unit Rate,DD,South Wales,January 2024 - March 2024,968.4
Gas,Gas Meter,Unit Rate,DD,South Wales,April 2024 - June 2024,824.4821399974068
Gas,Gas Meter,Unit Rate,DD,South Wales,July 2024 - September 2024,760.1765125154894
Gas,Gas Meter,Unit Rate,DD,South Wales,October 2024 - December 2024,847.3139528520808
Gas,Gas Meter,Unit Rate,DD,South Wales,January 2025 - March 2025,858.5806094606288
Gas,Gas Meter,Unit Rate,DD,South Wales,April 2025 - June 2025,928.3523484361779
Gas,Gas Meter,Unit Rate,DD,South Wales,July 2025 - September 2025,844.3653302669086
Gas,Gas Meter,Unit Rate,DD,South Wales,October 2025 - December 2025,857.6735898942268
Gas,Gas Meter,Unit Rate,DD,South Wales,January 2026 - March 2026,791.7621951247864
Gas,Gas Meter,Unit Rate,DD,South Wales,April 2026 - June 2026,741.3543516808991
Gas,Gas Meter,Unit Rate,DD,South Wales,July 2026 - September 2026,773.445612319836
Electricity,Single-Rate,Standing Charge,SC,North West,October 2022 - December 2022,170.81
Electricity,Single-Rate,Standing Charge,SC,North West,January 2023 - March 2023,170.81
Electricity,Single-Rate,Standing Charge,SC,North West,April 2023 - June 2023,201.17
Electricity,Single-Rate,Standing Charge,SC,North West,July 2023 - September 2023,201.17
Electricity,Single-Rate,Standing Charge,SC,North West,October 2023 - December 2023,202.99
Electricity,Single-Rate,Standing Charge,SC,North West,January 2024 - March 2024,202.92
Electricity,Single-Rate,Standing Charge,SC,North West,April 2024 - June 2024,196
Electricity,Single-Rate,Standing Charge,SC,North West,July 2024 - September 2024,196.15
Electricity,Single-Rate,Standing Charge,SC,North West,October 2024 - December 2024,200.05
Electricity,Single-Rate,Standing Charge,SC,North West,January 2025 - March 2025,200.03
Electricity,Single-Rate,Standing Charge,SC,North West,April 2025 - June 2025,197.77
Electricity,Single-Rate,Standing Charge,SC,North West,July 2025 - September 2025,196.28
Electricity,Single-Rate,Standing Charge,SC,North West,October 2025 - December 2025,205.2
Electricity,Single-Rate,Standing Charge,SC,North West,January 2026 - March 2026,209.21
Electricity,Single-Rate,Standing Charge,SC,North West,April 2026 - June 2026,192.92
Electricity,Single-Rate,Standing Charge,SC,North West,July 2026 - September 2026,192.96
Electricity,Single-Rate,Standing Charge,SC,Northern,October 2022 - December 2022,195.25
Electricity,Single-Rate,Standing Charge,SC,Northern,January 2023 - March 2023,195.25
Electricity,Single-Rate,Standing Charge,SC,Northern,April 2023 - June 2023,221.75
Electricity,Single-Rate,Standing Charge,SC,Northern,July 2023 - September 2023,221.75
Electricity,Single-Rate,Standing Charge,SC,Northern,October 2023 - December 2023,223.65
Electricity,Single-Rate,Standing Charge,SC,Northern,January 2024 - March 2024,223.57
Electricity,Single-Rate,Standing Charge,SC,Northern,April 2024 - June 2024,269.56
Electricity,Single-Rate,Standing Charge,SC,Northern,July 2024 - September 2024,269.75
Electricity,Single-Rate,Standing Charge,SC,Northern,October 2024 - December 2024,273.75
Electricity,Single-Rate,Standing Charge,SC,Northern,January 2025 - March 2025,273.72
Electricity,Single-Rate,Standing Charge,SC,Northern,April 2025 - June 2025,229.18
Electricity,Single-Rate,Standing Charge,SC,Northern,July 2025 - September 2025,228.63
Electricity,Single-Rate,Standing Charge,SC,Northern,October 2025 - December 2025,237.5
Electricity,Single-Rate,Standing Charge,SC,Northern,January 2026 - March 2026,241.52
Electricity,Single-Rate,Standing Charge,SC,Northern,April 2026 - June 2026,254.46
Electricity,Single-Rate,Standing Charge,SC,Northern,July 2026 - September 2026,254.51
Electricity,Single-Rate,Standing Charge,SC,Yorkshire,October 2022 - December 2022,193.83
Electricity,Single-Rate,Standing Charge,SC,Yorkshire,January 2023 - March 2023,193.83
Electricity,Single-Rate,Standing Charge,SC,Yorkshire,April 2023 - June 2023,216.51
Electricity,Single-Rate,Standing Charge,SC,Yorkshire,July 2023 - September 2023,216.51
Electricity,Single-Rate,Standing Charge,SC,Yorkshire,October 2023 - December 2023,218.4
Electricity,Single-Rate,Standing Charge,SC,Yorkshire,January 2024 - March 2024,218.32
Electricity,Single-Rate,Standing Charge,SC,Yorkshire,April 2024 - June 2024,255.66
Electricity,Single-Rate,Standing Charge,SC,Yorkshire,July 2024 - September 2024,255.85
Electricity,Single-Rate,Standing Charge,SC,Yorkshire,October 2024 - December 2024,259.8
Electricity,Single-Rate,Standing Charge,SC,Yorkshire,January 2025 - March 2025,259.77
Electricity,Single-Rate,Standing Charge,SC,Yorkshire,April 2025 - June 2025,224.71
Electricity,Single-Rate,Standing Charge,SC,Yorkshire,July 2025 - September 2025,224.04
Electricity,Single-Rate,Standing Charge,SC,Yorkshire,October 2025 - December 2025,232.91
Electricity,Single-Rate,Standing Charge,SC,Yorkshire,January 2026 - March 2026,236.93
Electricity,Single-Rate,Standing Charge,SC,Yorkshire,April 2026 - June 2026,254.7
Electricity,Single-Rate,Standing Charge,SC,Yorkshire,July 2026 - September 2026,254.74
Electricity,Single-Rate,Standing Charge,SC,Northern Scotland,October 2022 - December 2022,199.43
Electricity,Single-Rate,Standing Charge,SC,Northern Scotland,January 2023 - March 2023,199.43
Electricity,Single-Rate,Standing Charge,SC,Northern Scotland,April 2023 - June 2023,228.89
Electricity,Single-Rate,Standing Charge,SC,Northern Scotland,July 2023 - September 2023,228.89
Electricity,Single-Rate,Standing Charge,SC,Northern Scotland,October 2023 - December 2023,230.76
Electricity,Single-Rate,Standing Charge,SC,Northern Scotland,January 2024 - March 2024,230.68
Electricity,Single-Rate,Standing Charge,SC,Northern Scotland,April 2024 - June 2024,232.26
Electricity,Single-Rate,Standing Charge,SC,Northern Scotland,July 2024 - September 2024,232.42
Electricity,Single-Rate,Standing Charge,SC,Northern Scotland,October 2024 - December 2024,236.38
Electricity,Single-Rate,Standing Charge,SC,Northern Scotland,January 2025 - March 2025,236.35
Electricity,Single-Rate,Standing Charge,SC,Northern Scotland,April 2025 - June 2025,232.68
Electricity,Single-Rate,Standing Charge,SC,Northern Scotland,July 2025 - September 2025,232.24
Electricity,Single-Rate,Standing Charge,SC,Northern Scotland,October 2025 - December 2025,241.04
Electricity,Single-Rate,Standing Charge,SC,Northern Scotland,January 2026 - March 2026,245.07
Electricity,Single-Rate,Standing Charge,SC,Northern Scotland,April 2026 - June 2026,229.11
Electricity,Single-Rate,Standing Charge,SC,Northern Scotland,July 2026 - September 2026,229.16
Electricity,Single-Rate,Standing Charge,SC,Southern,October 2022 - December 2022,175.03
Electricity,Single-Rate,Standing Charge,SC,Southern,January 2023 - March 2023,175.03
Electricity,Single-Rate,Standing Charge,SC,Southern,April 2023 - June 2023,194.51
Electricity,Single-Rate,Standing Charge,SC,Southern,July 2023 - September 2023,194.51
Electricity,Single-Rate,Standing Charge,SC,Southern,October 2023 - December 2023,196.29
Electricity,Single-Rate,Standing Charge,SC,Southern,January 2024 - March 2024,196.22
Electricity,Single-Rate,Standing Charge,SC,Southern,April 2024 - June 2024,242.36
Electricity,Single-Rate,Standing Charge,SC,Southern,July 2024 - September 2024,242.53
Electricity,Single-Rate,Standing Charge,SC,Southern,October 2024 - December 2024,246.49
Electricity,Single-Rate,Standing Charge,SC,Southern,January 2025 - March 2025,246.47
Electricity,Single-Rate,Standing Charge,SC,Southern,April 2025 - June 2025,176.68
Electricity,Single-Rate,Standing Charge,SC,Southern,July 2025 - September 2025,174.56
Electricity,Single-Rate,Standing Charge,SC,Southern,October 2025 - December 2025,183.5
Electricity,Single-Rate,Standing Charge,SC,Southern,January 2026 - March 2026,187.51
Electricity,Single-Rate,Standing Charge,SC,Southern,April 2026 - June 2026,202.68
Electricity,Single-Rate,Standing Charge,SC,Southern,July 2026 - September 2026,202.72
Electricity,Single-Rate,Standing Charge,SC,Southern Scotland,October 2022 - December 2022,197.93
Electricity,Single-Rate,Standing Charge,SC,Southern Scotland,January 2023 - March 2023,197.93
Electricity,Single-Rate,Standing Charge,SC,Southern Scotland,April 2023 - June 2023,238.74
Electricity,Single-Rate,Standing Charge,SC,Southern Scotland,July 2023 - September 2023,238.74
Electricity,Single-Rate,Standing Charge,SC,Southern Scotland,October 2023 - December 2023,240.66
Electricity,Single-Rate,Standing Charge,SC,Southern Scotland,January 2024 - March 2024,240.57
Electricity,Single-Rate,Standing Charge,SC,Southern Scotland,April 2024 - June 2024,239.76
Electricity,Single-Rate,Standing Charge,SC,Southern Scotland,July 2024 - September 2024,239.94
Electricity,Single-Rate,Standing Charge,SC,Southern Scotland,October 2024 - December 2024,243.9
Electricity,Single-Rate,Standing Charge,SC,Southern Scotland,January 2025 - March 2025,243.87
Electricity,Single-Rate,Standing Charge,SC,Southern Scotland,April 2025 - June 2025,216.19
Electricity,Single-Rate,Standing Charge,SC,Southern Scotland,July 2025 - September 2025,215.26
Electricity,Single-Rate,Standing Charge,SC,Southern Scotland,October 2025 - December 2025,224.08
Electricity,Single-Rate,Standing Charge,SC,Southern Scotland,January 2026 - March 2026,228.1
Electricity,Single-Rate,Standing Charge,SC,Southern Scotland,April 2026 - June 2026,252.94
Electricity,Single-Rate,Standing Charge,SC,Southern Scotland,July 2026 - September 2026,252.99
Electricity,Single-Rate,Standing Charge,SC,N Wales and Mersey,October 2022 - December 2022,190.36
Electricity,Single-Rate,Standing Charge,SC,N Wales and Mersey,January 2023 - March 2023,190.36
Electricity,Single-Rate,Standing Charge,SC,N Wales and Mersey,April 2023 - June 2023,239.29
Electricity,Single-Rate,Standing Charge,SC,N Wales and Mersey,July 2023 - September 2023,239.29
Electricity,Single-Rate,Standing Charge,SC,N Wales and Mersey,October 2023 - December 2023,241.12
Electricity,Single-Rate,Standing Charge,SC,N Wales and Mersey,January 2024 - March 2024,241.04
Electricity,Single-Rate,Standing Charge,SC,N Wales and Mersey,April 2024 - June 2024,253.04
Electricity,Single-Rate,Standing Charge,SC,N Wales and Mersey,July 2024 - September 2024,253.22
Electricity,Single-Rate,Standing Charge,SC,N Wales and Mersey,October 2024 - December 2024,257.19
Electricity,Single-Rate,Standing Charge,SC,N Wales and Mersey,January 2025 - March 2025,257.16
Electricity,Single-Rate,Standing Charge,SC,N Wales and Mersey,April 2025 - June 2025,263.66
Electricity,Single-Rate,Standing Charge,SC,N Wales and Mersey,July 2025 - September 2025,264.14
Electricity,Single-Rate,Standing Charge,SC,N Wales and Mersey,October 2025 - December 2025,272.95
Electricity,Single-Rate,Standing Charge,SC,N Wales and Mersey,January 2026 - March 2026,276.98
Electricity,Single-Rate,Standing Charge,SC,N Wales and Mersey,April 2026 - June 2026,276.75
Electricity,Single-Rate,Standing Charge,SC,N Wales and Mersey,July 2026 - September 2026,276.8
Electricity,Single-Rate,Standing Charge,SC,London,October 2022 - December 2022,133.79
Electricity,Single-Rate,Standing Charge,SC,London,January 2023 - March 2023,133.79
Electricity,Single-Rate,Standing Charge,SC,London,April 2023 - June 2023,152.69
Electricity,Single-Rate,Standing Charge,SC,London,July 2023 - September 2023,152.69
Electricity,Single-Rate,Standing Charge,SC,London,October 2023 - December 2023,154.31
